̣ɡ̥\s*ɔ,ʳ,r,g,ϕ,ũ,Ʒ,ᴸ,ᶤ,ĩ,ᴀ,←,→,b<,(?<!b)<,=,□,,s\s*ː̪,ˌ, ,\n,\r,␣,\t,:,(.)ː\s*([̵̴̡̪̥̩̜̰͔̊͋̄̈̚̕˭̣̃˺]),ɪ\s*ː̃,ʌ\s*ː̃,æ\s*ː̃,u\s*ː̃,ʊ\s*ː̃,ɑ\s*ː̃,ɔ\s*ː̃,ɛ\s*ː̃,i\s*ː̃,zː̥,dz,ts,dʒ,tʃ,lʒ,̵,NR,ɴʀ,̕,̂sl,sl,sɬ,wr,wɹ,tj,jk,jl,̂oʊ ,̂aʊ,̂aɪ
ɡ̥ɔ,ʴ,ɹ,ɡ,ɸ,ũ,ʒ,ˡ,ͥ̈,ĩ,A,↓,↓,ɓ,↓,̳,,,s̪ː,̩,,,,,,ː,\1\2ː,ɪ̃ː,ʌ̃ː,æ̃ː,ũː,ʊ̃ː,ɑ̃ː,ɔ̃ː,ɛ̃ː,ĩː,z̥ː,ʣ,ʦ,ʤ,ʧ,ɮ,̙,,,ʼ,ˡ,ɬ,ɬ,̂wɹ,̂wɹ,tʲ,ʲk,ʲl,ͦᶷ,ͣᶷ,ͣᶦ
