(?<!^)ᵑ,(?<!^)ᵐ,(?<!^)ⁿ,̂z,̂ɮ,̂ɸ,̂ɾ,̂s,̂r,̂p,̂w,̂v,̂ɬ,̂t,̂k,̂j,̂i,̂h,̂o,̂n,̂m,̂l,̂b,̂a,̂ɡ,̂g,̂f,̂e,̂d,̂ɛ,̂ə,̂ɑ,̂ç,̂ϕ,̂ɔ,̂ŋ,̂æ,̂χ,̂λ,̂θ,̂ð,̂ʳ,̂β,̂x,̂Ʒ,̂u,̂ʦ,̂ʣ,̂ʧ,̂ʤ,̂ʒ,̂ɪ,̂ʔ,̂ˡ,̂ʊ,̂ʎ,̂ɨ,̂ʌ,̂ʃ,̂ʂ
ᵑ̵,ᵐ̵,ⁿ̵,ᶻ,ˡ̾,ᵖ̾,ʳ̾,ˢ,ʴ,ᵖ,ʷ,ͮ,ˡ̾,ᵗ,ᵏ,ʲ,ͥ,ʰ,ͦ,ⁿ̵,ᵐ̵,ˡ,ᵇ,ͣ,ᵍ,ᵍ,ͮ̾,ͤ,ᵈ,ͤ̾,ᵊ,ͣ̾,ʲ̾,ᶿ̾,ᶷ̾,ᵑ̵,ͣ̾,ˣ̾,ˡ̾,ᶿ,ᶿ̾,ʴ,ᵇ̾,ˣ,ᶾ,ͧ,ᵗᶴ̾,ᵈᶾ̾,ᵗᶴ,ᵈᶾ,ᶾ,ᶦ,ˀ,ˡ,ᶷ,ˡ̾,ᶦ̾,ᵊ,ᶴ,ˢ̾
